,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4055,Plants vs. Zombies FREE,FAMILY,4.4,2.2851249265613767,69000000.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up
4056,Dream League Soccer 2018,SPORTS,4.6,5.768159303029376,74000000.0,100000000.0,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up
4058,Z Ringtones PREMIUM 2018,PERSONALIZATION,4.5,-0.14621643864294603,3600000.0,500000.0,Free,0.0,Everyone,Personalization,"March 1, 2018",1.5,4.0.3 and up
4059,Smash Hit,GAME,4.5,2.3348045909781114,79000000.0,100000000.0,Free,0.0,Everyone,Arcade,"November 26, 2015",1.4.0,2.3 and up
4060,Bad Piggies,FAMILY,4.3,0.5486398655909288,66000000.0,50000000.0,Free,0.0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up
4061,Temple Run,GAME,4.3,2.2464875194799974,42000000.0,100000000.0,Free,0.0,Everyone,Arcade,"August 2, 2018",1.9.1,4.0 and up
4062,Broken Screen Prank,FAMILY,3.3,-0.1381069904646489,9800000.0,1000000.0,Free,0.0,Teen,Casual,"June 14, 2018",6.2,4.0 and up
4063,Screen Lock - with Fingerprint Simulator,TOOLS,3.7,0.050637957386435194,2800000.0,10000000.0,Free,0.0,Everyone,Tools,"June 19, 2018",8.6,2.3.3 and up
4065,Car Parking Game 3D - Real City Driving Challenge,FAMILY,4.4,-0.03964111606667668,40000000.0,5000000.0,Free,0.0,Everyone,Simulation,"May 10, 2018",1.2.0,4.0 and up
4066,E!,FAMILY,3.1,-0.1518637902359069,20000000.0,100000.0,Free,0.0,Teen,Entertainment,"May 24, 2018",3.3.1.41,4.4 and up
4067,E! News,NEWS_AND_MAGAZINES,4.0,-0.1430473737492533,25000000.0,1000000.0,Free,0.0,Teen,News & Magazines,"June 19, 2018",4.2.133,4.4 and up
4070,Chuck E.'s Skate Universe,FAMILY,3.9,-0.0953962706447916,44000000.0,10000000.0,Free,0.0,Everyone,Action;Action & Adventure,"January 10, 2017",1.12,4.3 and up
4071,Eventbrite - Discover popular events & nearby fun,FAMILY,4.4,-0.11406706981128366,8800000.0,5000000.0,Free,0.0,Everyone,Entertainment,"July 30, 2018",5.7.2,5.0 and up
4072,ES File Explorer File Manager,PRODUCTIVITY,4.6,3.0730000313059382,16000000.0,100000000.0,Free,0.0,Everyone,Productivity,"August 3, 2018",4.1.8.2.2,4.0 and up
4073,Eternium,FAMILY,4.8,0.7512105711059435,89000000.0,10000000.0,Free,0.0,Teen,Role Playing,"July 18, 2018",1.2.115,4.0 and up
4075,E*TRADE Mobile,FINANCE,3.9,-0.1459172213521319,58000000.0,1000000.0,Free,0.0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up
4076,WWE,FAMILY,4.5,0.2895170921120437,20000000.0,10000000.0,Free,0.0,Teen,Entertainment,"January 19, 2018",3.17.2,4.1 and up
4077,E-cigarette for free,FAMILY,3.6,-0.15149561505242018,4800000.0,500000.0,Free,0.0,Mature 17+,Entertainment,"October 23, 2017",1.0,2.3 and up
4078,Moto LED for Moto X & E [Root],LIFESTYLE,3.4,-0.14985981391145636,318000.0,500000.0,Free,0.0,Everyone,Lifestyle,"October 16, 2014",1.0,4.2 and up
4080,Lookout Security & Antivirus,TOOLS,4.4,0.4181919202052564,13000000.0,100000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",10.23.2-964159b,4.4 and up
4081,World History Quick e-Book,FAMILY,4.4,-0.1513139259960741,4900000.0,100000.0,Free,0.0,Everyone,Education;Education,"July 17, 2018",1.35,4.1 and up
4082,Greeting Cards & Wishes,SOCIAL,4.5,-0.1419038719985869,12000000.0,500000.0,Free,0.0,Everyone,Social,"July 18, 2018",1.078,Varies with device
4086,Microsoft Edge,COMMUNICATION,4.3,-0.1360238624720872,66000000.0,5000000.0,Free,0.0,Everyone,Communication,"July 28, 2018",42.0.0.2059,4.4 and up
4087,Microsoft Outlook,PRODUCTIVITY,4.3,1.796213467512679,50000000.0,100000000.0,Free,0.0,Everyone,Productivity,"August 2, 2018",2.2.194,4.4 and up
4089,ClassDojo,FAMILY,4.4,-0.06324030584078662,59000000.0,10000000.0,Free,0.0,Everyone,Education;Education,"August 3, 2018",4.21.1,4.1 and up
4091,theScore esports,SPORTS,4.5,-0.1425592717959012,14000000.0,500000.0,Free,0.0,Everyone 10+,Sports,"February 3, 2017",2.8,4.1 and up
4092,EX File Explorer File Manager,PRODUCTIVITY,4.0,-0.1495132255465454,5900000.0,1000000.0,Free,0.0,Everyone,Productivity,"October 6, 2016",1.0,4.0 and up
4093,Aab e Hayat Full Novel,BOOKS_AND_REFERENCE,4.3,-0.15142245972280227,41000000.0,100000.0,Free,0.0,Everyone,Books & Reference,"February 21, 2017",1.0,3.0 and up
4100,Aldiko Book Reader,BOOKS_AND_REFERENCE,4.2,-0.026064206450216742,22000000.0,10000000.0,Free,0.0,Everyone,Books & Reference,"June 13, 2018",3.0.58,4.0 and up
4102,Wish - Shopping Made Fun,SHOPPING,4.5,3.5658654759570974,15000000.0,100000000.0,Free,0.0,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
4103,Synd e-Passbook,FINANCE,4.3,-0.14667096110073582,6100000.0,1000000.0,Free,0.0,Everyone,Finance,"May 12, 2016",1.09,2.2 and up
4107,Video Downloader for Facebook,TOOLS,4.6,0.3840259827383077,3100000.0,50000000.0,Free,0.0,Teen,Tools,"July 1, 2018",2.2.8,4.0 and up
4109,Offroad Pickup Truck F,FAMILY,4.3,-0.14957858563612203,79000000.0,500000.0,Free,0.0,Everyone,Simulation,"December 26, 2017",1.0,2.3 and up
4110,F-Stop Gallery,PHOTOGRAPHY,4.2,-0.14467657891787453,15000000.0,1000000.0,Free,0.0,Everyone,Photography,"July 21, 2018",4.9.18,4.1 and up
4111,Talking Tom Cat 2,FAMILY,4.3,1.7746446379523901,55000000.0,100000000.0,Free,0.0,Everyone 10+,Entertainment,"July 25, 2018",5.3.5.16,4.1 and up
4112,FlashLight F.Light,TOOLS,4.3,-0.14994316301651278,11000000.0,100000.0,Free,0.0,Everyone,Tools,"May 23, 2018",1.4.2,5.0 and up
4113,F-Secure SENSE,TOOLS,4.6,-0.15227334015499716,13000000.0,5000.0,Free,0.0,Everyone,Tools,"July 4, 2018",1.0.988,5.0 and up
4114,Super Car F. Mod for MCPE,GAME,3.6,-0.15217919764065285,4900000.0,50000.0,Free,0.0,Everyone,Adventure,"July 19, 2018",3.0.1,4.2 and up
4116,F-Secure KEY Password manager,TOOLS,4.2,-0.15075566688235076,7600000.0,100000.0,Free,0.0,Everyone,Tools,"June 27, 2018",4.7.4,4.0 and up
4117,Inputting Plus: Ctrl + Z/F/C/V,PRODUCTIVITY,4.2,-0.15163772827471064,3000000.0,50000.0,Free,0.0,Everyone,Productivity,"October 18, 2017",1.0.6,5.0 and up
4118,CTRL-F - Search the real world,PRODUCTIVITY,4.4,-0.15194354153786738,37000000.0,50000.0,Free,0.0,Everyone,Productivity,"July 24, 2016",1.1,4.0.3 and up
4119,F-Secure SAFE,TOOLS,4.3,-0.14665117318370804,9300000.0,500000.0,Free,0.0,Everyone,Tools,"July 30, 2018",17.4.0014017,5.0 and up
4120,MHD F-Series,AUTO_AND_VEHICLES,4.9,-0.15226374601340795,23000000.0,1000.0,Free,0.0,Everyone,Auto & Vehicles,"June 5, 2018",version 0.994,3.2 and up
4121,F-Secure AV Test,TOOLS,4.5,-0.15155797697275017,241000.0,50000.0,Free,0.0,Everyone,Tools,"March 6, 2018",1.0.1,4.0.3 and up
4124,F-Secure Mobile Security,TOOLS,4.2,-0.14445471439362356,9200000.0,500000.0,Free,0.0,Everyone,Tools,"July 30, 2018",17.4.0014017,5.0 and up
4125,f'east,LIFESTYLE,3.8,-0.15228473319813438,4800000.0,5000.0,Free,0.0,Everyone,Lifestyle,"April 17, 2018",2.6.3,4.0 and up
4128,HumorCast - Authentic Weather,WEATHER,4.4,-0.14841289743303052,40000000.0,100000.0,Free,0.0,Teen,Weather,"July 12, 2018",4.4.4,4.4 and up
4129,F & M Mobile Banking,FINANCE,4.0,-0.15228173502888775,13000000.0,5000.0,Free,0.0,Everyone,Finance,"February 20, 2018",4.5.0,4.0 and up
4130,F,TOOLS,4.2,-0.15230392148131283,4900000.0,500.0,Free,0.0,Everyone,Tools,"May 15, 2018",1.0.2,4.0 and up
4131,RPG End of Aspiration F,FAMILY,4.4,-0.14009417704131827,31000000.0,500000.0,Free,0.0,Teen,Role Playing,"December 15, 2016",3.0.0fr,2.3 and up
4135,R+F PULSE,BUSINESS,3.4,-0.15227274052114784,3000000.0,10000.0,Free,0.0,Everyone,Business,"April 21, 2017",1.0,4.4 and up
4136,F-Secure Freedome for Business,BUSINESS,3.8,-0.15219778628998198,9900000.0,50000.0,Free,0.0,Everyone,Business,"July 16, 2018",2.5.1.7594.psb,4.0.3 and up
4138,"f.lux (preview, root-only)",HEALTH_AND_FITNESS,3.7,-0.1489741547160005,3700000.0,500000.0,Free,0.0,Everyone,Health & Fitness,"March 15, 2016",22.0,4.0.3 and up
4141,Geometry Dash World,GAME,4.6,0.3033170655204533,63000000.0,10000000.0,Free,0.0,Everyone,Arcade,"December 22, 2017",1.03,4.0 and up
4142,Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,4.4,-0.15227693795809313,2100000.0,5000.0,Free,0.0,Everyone,Tools,"May 21, 2018",1.5.8,4.0 and up
4143,F-Gas Solutions,BUSINESS,4.2,-0.15223136578554428,1400000.0,10000.0,Free,0.0,Everyone,Business,"October 7, 2016",2.1.3,4.0 and up
4145,PUBG MOBILE,GAME,4.4,2.0646431579669673,36000000.0,50000000.0,Free,0.0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
4146,Gangstar Vegas - mafia game,GAME,4.5,2.7441680239412514,32000000.0,50000000.0,Free,0.0,Mature 17+,Action,"May 25, 2018",3.7.1a,Varies with device
4148,Granny,GAME,4.5,0.524562168005056,59000000.0,50000000.0,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
4149,Offroad Car G,FAMILY,4.3,-0.11340087660468146,37000000.0,5000000.0,Free,0.0,Everyone,Simulation,"July 12, 2016",1,2.3.3 and up
4151,Google Now Launcher,TOOLS,4.2,0.36170761086636,7900000.0,100000000.0,Free,0.0,Everyone,Tools,"December 7, 2017",1.4.large,4.1 - 7.1.1
4152,Rolling G Sky,GAME,3.6,-0.15106927538554873,25000000.0,100000.0,Free,0.0,Everyone,Adventure,"January 25, 2017",1.0,2.3.3 and up
4154,G-Switch 2,GAME,4.4,-0.14470236317339558,19000000.0,1000000.0,Free,0.0,Everyone,Action,"February 5, 2018",1.1,2.3 and up
4155,G-Switch 3,GAME,4.6,-0.15011525793126962,39000000.0,100000.0,Free,0.0,Everyone,Action,"March 15, 2018",1.1.3,3.0 and up
4157,Share G - Images Sharing - Wallpapers App,SOCIAL,4.4,-0.15223556322248957,2300000.0,10000.0,Free,0.0,Teen,Social,"October 5, 2017",1.0,4.0.3 and up
4159,Wrestling Revolution 3D,SPORTS,4.3,0.44093663174407555,51000000.0,50000000.0,Free,0.0,Teen,Sports,"July 23, 2018",1.640,4.0 and up
4162,G-Switch,GAME,3.8,-0.14983942636057923,8800000.0,100000.0,Free,0.0,Everyone,Action,"September 1, 2015",1.3.4,2.3 and up
4163,Offroad G-Class 2018,FAMILY,4.4,-0.1476813441368517,28000000.0,500000.0,Free,0.0,Everyone,Simulation,"June 29, 2018",1.7,4.1 and up
4167,My G:,MAPS_AND_NAVIGATION,3.7,-0.15224995443487344,14000000.0,10000.0,Free,0.0,Everyone,Maps & Navigation,"November 14, 2017",1.4.0,4.1 and up
4168,G-SHOCK Connected,LIFESTYLE,3.0,-0.1519819181042243,94000000.0,50000.0,Free,0.0,Everyone,Lifestyle,"July 2, 2018",1.4.1(0629A),5.0 and up
4171,G-Homa,LIFESTYLE,3.1,-0.1518416037834818,14000000.0,50000.0,Free,0.0,Everyone,Lifestyle,"May 4, 2018",3.0.20,4.0 and up
4174,Speedometer with G-FORCE meter,TOOLS,3.8,-0.15205867123693814,2700000.0,50000.0,Free,0.0,Everyone,Tools,"June 1, 2017",7.0,2.3 and up
4176,Radial-G : Infinity,GAME,3.6,-0.1519975085843068,47000000.0,50000.0,Free,0.0,Everyone,Arcade,"December 7, 2015",1.4,4.1 and up
4179,G-REMOTE,HOUSE_AND_HOME,4.5,-0.152289530268929,25000000.0,1000.0,Free,0.0,Everyone,House & Home,"August 1, 2018",2.4,4.0.3 and up
4180,Car G-Force Meter,TOOLS,4.2,-0.15219718665613266,1300000.0,10000.0,Free,0.0,Everyone,Tools,"July 29, 2017",2.23,4.0 and up
4182,Helix Jump,GAME,4.2,0.7386320518486128,33000000.0,100000000.0,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up
4183,HSPA+ Tweaker (3G booster),TOOLS,4.3,-0.09276987438473973,3900000.0,5000000.0,Free,0.0,Everyone,Tools,"December 5, 2017",3.1 Release b2,2.3 and up
4184,Offroad Car H,FAMILY,4.2,-0.15113223693972805,87000000.0,100000.0,Free,0.0,Everyone,Simulation,"October 6, 2017",1.4,2.3 and up
4185,H&M,LIFESTYLE,3.7,-0.12717266722217263,14000000.0,10000000.0,Free,0.0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up
4186,Guns - Shot Sounds,FAMILY,3.8,-0.1345919368398945,10000000.0,10000000.0,Free,0.0,Everyone,Entertainment,"July 25, 2018",3.15,4.0 and up
4187,HPlus,HEALTH_AND_FITNESS,2.9,-0.15123657322951095,5900000.0,100000.0,Free,0.0,Everyone,Health & Fitness,"June 12, 2018",3.5.2,4.4 and up
4188,Geometry Dash Lite,GAME,4.5,3.5544130690688025,58000000.0,100000000.0,Free,0.0,Everyone,Arcade,"December 22, 2017",2.2,4.0 and up
4189,DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),TOOLS,4.3,-0.1522337643209416,1900000.0,5000.0,Free,0.0,Everyone,Tools,"September 30, 2017",1.2,4.0 and up
4191,Car Driving Simulator Drift,GAME,4.4,-0.14042517492614673,57000000.0,1000000.0,Free,0.0,Everyone,Racing,"November 3, 2017",1.8.1,4.4 and up
4193,صور حرف H,ART_AND_DESIGN,4.4,-0.15229972404436756,4500000.0,1000.0,Free,0.0,Everyone,Art & Design,"March 27, 2018",2.0,4.0.3 and up
4194,H Band 2.0,HEALTH_AND_FITNESS,2.9,-0.14989039523777203,8900000.0,500000.0,Free,0.0,Everyone,Health & Fitness,"June 15, 2018",3.0.2,4.4 and up
4195,H!LooK - Dating,DATING,4.2,-0.15227993612733978,26000000.0,10000.0,Free,0.0,Mature 17+,Dating,"July 29, 2018",2.1.6,5.0 and up
4196,H-Connect,HEALTH_AND_FITNESS,4.0,-0.15227753759194246,15000000.0,5000.0,Free,0.0,Everyone,Health & Fitness,"July 3, 2018",2.14,4.4 and up
4198,AntennaPict β,COMMUNICATION,4.3,-0.1430497722846506,2200000.0,1000000.0,Free,0.0,Everyone,Communication,"November 7, 2016",2.0.0,2.3 and up
4199,Elkhart County 4-H Fair,FAMILY,3.9,-0.15228473319813438,42000000.0,5000.0,Free,0.0,Everyone,Entertainment,"April 6, 2018",5055.524.5,4.1 and up
4200,H TV,FAMILY,4.3,-0.09050685623737996,5600000.0,5000000.0,Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up
4201,H letter images,SOCIAL,4.3,-0.15229732550897024,8500000.0,1000.0,Free,0.0,Teen,Social,"June 28, 2018",16.7,4.0.3 and up
4202,H Band,HEALTH_AND_FITNESS,4.0,-0.15217919764065285,8900000.0,10000.0,Free,0.0,Everyone,Health & Fitness,"June 13, 2018",3.0.2,4.4 and up
4204,MJX H,FAMILY,3.7,-0.15223196541939363,13000000.0,10000.0,Free,0.0,Everyone,Entertainment,"August 22, 2017",1.0-build20170819,4.1 and up
4206,H-Kakashi - theme Xperia™,PERSONALIZATION,4.6,-0.15193514666397678,5400000.0,50000.0,Free,0.0,Everyone,Personalization,"December 1, 2017",a.2,4.4 and up
4207,RC City Police Heavy Traffic Racer,GAME,4.4,-0.15035870927409634,27000000.0,1000000.0,Free,0.0,Everyone,Racing,"July 19, 2018",1.2,4.0 and up
4208,"Alphabet ""H"" Passcode Lock Screen",PERSONALIZATION,4.5,-0.15230632001671016,3000000.0,100.0,Free,0.0,Everyone,Personalization,"December 21, 2017",1.0,4.1 and up
4209,Ohio State Fair 4-H,FAMILY,3.0,-0.1523051207490115,19000000.0,1000.0,Free,0.0,Everyone,Entertainment,"February 7, 2018",3.0.1,4.1 and up
4210,Larry H Miller Automotive,PRODUCTIVITY,3.1,-0.1522673438165039,8300000.000000001,10000.0,Free,0.0,Everyone,Productivity,"July 18, 2018",3.5.3,4.0.3 and up
4211,Talking Ben the Dog,FAMILY,4.3,0.827233349791308,57000000.0,100000000.0,Free,0.0,Everyone,Entertainment,"July 3, 2018",3.5.2.2,4.1 and up
4212,Add-On: Alcatel (h),PRODUCTIVITY,4.5,-0.15224335846253081,1200000.0,50000.0,Free,0.0,Everyone,Productivity,"May 19, 2015",10.0.3148,4.0 and up
4213,My Android Device S/W & H/W,FAMILY,4.5,-0.15189916863301717,2800000.0,50000.0,Free,0.0,Everyone,Education,"November 20, 2015",1.1,2.3 and up
4214,ADMIRALTY H-Note,BUSINESS,4.5,-0.15220198372692728,19000000.0,10000.0,Free,0.0,Everyone,Business,"October 25, 2016",2.0,5.0 and up
4215,Force LTE Only,TOOLS,4.1,-0.1460557367713264,7200000.0,1000000.0,Free,0.0,Everyone,Tools,"February 4, 2018",1.4,4.0 and up
4217,Talking Ginger,FAMILY,4.2,0.8982611785117794,52000000.0,100000000.0,Free,0.0,Everyone,Entertainment,"July 5, 2018",2.5.6.11,4.1 and up
4219,Motorbike Driving Simulator 3D,GAME,3.9,-0.045139158831155136,65000000.0,10000000.0,Free,0.0,Everyone,Racing,"December 25, 2016",4.1,2.3.3 and up
4220,Helix,GAME,3.9,-0.15083601781816056,37000000.0,500000.0,Free,0.0,Everyone,Arcade,"September 10, 2017",1.2,4.0 and up
4221,Mobile Number Tracker,TOOLS,3.9,-0.14045995368940767,2900000.0,5000000.0,Free,0.0,Everyone,Tools,"January 14, 2018",2.7,4.0 and up
4223,I am Nose Doctor -Save my Nose,FAMILY,4.2,-0.1504288664344676,34000000.0,500000.0,Free,0.0,Everyone,Casual,"January 4, 2016",1.1.1,3.1 and up
4225,What was I in my Past Life,FAMILY,3.7,-0.14783844820537534,6500000.0,1000000.0,Free,0.0,Everyone,Entertainment,"December 19, 2017",2.1,4.1 and up
4226,How Old am I?,FAMILY,2.8,-0.14952821639277858,3900000.0,1000000.0,Free,0.0,Everyone,Entertainment,"January 1, 2018",1.7,4.0 and up
4228,I Screen Dialer,TOOLS,4.1,-0.14742829865243573,3900000.0,1000000.0,Free,0.0,Everyone,Tools,"February 25, 2018",1.11,4.3 and up
4229,Where's My Water? Free,FAMILY,4.4,0.6703979172321556,57000000.0,100000000.0,Free,0.0,Everyone,Puzzle;Brain Games,"November 21, 2017",1.10.0,4.1 and up
4230,How Do I Look,PHOTOGRAPHY,2.7,-0.1504894294532496,2800000.0,500000.0,Free,0.0,Everyone,Photography,"December 8, 2017",1.3,3.0 and up
4231,Solitaire!,GAME,4.7,0.0898911884310735,23000000.0,10000000.0,Free,0.0,Everyone,Card,"June 24, 2018",2.277.0,4.1 and up
4233,iGun Pro -The Original Gun App,GAME,4.2,-0.00281400357641506,55000000.0,10000000.0,Free,0.0,Everyone,Arcade,"September 7, 2017",5.26,2.3 and up
4235,Sonic Dash,GAME,4.5,2.113002428647484,75000000.0,100000000.0,Free,0.0,Everyone,Arcade,"July 26, 2018",3.8.5.Go,4.1 and up
4236,I'm Ping Pong King :),SPORTS,4.4,-0.13440005400810992,40000000.0,1000000.0,Free,0.0,Everyone,Sports,"July 26, 2018",2.5,4.1 and up
4237,LINE I Love Coffee,FAMILY,4.0,-0.0022449510534038207,50000000.0,5000000.0,Free,0.0,Everyone,Simulation,"November 16, 2016",1.1.5,2.3.3 and up
4239,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,-0.07314685666551654,25000000.0,10000000.0,Free,0.0,Everyone,Communication,"July 18, 2018",6.1,4.2 and up
4240,Instachat 😜,SOCIAL,4.0,-0.1037449727289702,25000000.0,5000000.0,Free,0.0,Teen,Social,"July 30, 2018",2.2.4,4.4 and up
4242,"Fame Boom for Real Followers, Likes",SOCIAL,4.7,0.38503516650672487,6600000.0,5000000.0,Free,0.0,Everyone,Social,"October 9, 2017",1.3.0,4.1 and up
4243,NinJump,GAME,4.3,0.10013833128222109,36000000.0,10000000.0,Free,0.0,Everyone,Arcade,"June 13, 2018",3.1.1,4.1 and up
4244,Zombie Catchers,GAME,4.7,0.44082509984810075,75000000.0,10000000.0,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up
4245,FollowMeter for Instagram,SOCIAL,4.4,-0.09829130286934193,8800000.0,1000000.0,Free,0.0,Everyone,Social,"May 22, 2018",2.44,4.1 and up
4246,I LOVE PASTA,FAMILY,4.0,-0.10201323017211407,43000000.0,1000000.0,Free,0.0,Everyone,Simulation,"September 8, 2017",1.6.1,2.3.3 and up
4248,Fidget Spinner,GAME,4.2,0.03201872673098525,9900000.0,10000000.0,Free,0.0,Everyone,Arcade,"November 30, 2017",1.12.5.1,2.1 and up
4249,Jetpack Joyride,GAME,4.4,2.628457879304336,96000000.0,100000000.0,Free,0.0,Everyone 10+,Arcade,"July 19, 2018",1.10.12,4.1 and up
4250,J Touch,TOOLS,4.6,-0.15100271602827345,953000.0,100000.0,Free,0.0,Everyone,Tools,"August 1, 2018",1.5.1-GP,4.1 and up
4251,J-Novel Club,FAMILY,3.3,-0.15221037860081785,9000000.0,10000.0,Free,0.0,Teen,Entertainment,"October 22, 2017",1.2,4.1 and up
4252,Anger of stick 5 : zombie,GAME,4.5,0.1760783604963785,23000000.0,50000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up
4253,J - Style Pro,HEALTH_AND_FITNESS,2.3,-0.15226314637955862,2600000.0,10000.0,Free,0.0,Everyone,Health & Fitness,"January 20, 2016",1.1,4.3 and up
4254,Cook Baked Lasagna,FAMILY,4.2,-0.11857271855512608,23000000.0,10000000.0,Free,0.0,Everyone,Casual,"March 14, 2018",4.0,4.0 and up
4255,Tom's Love Letters,FAMILY,4.1,0.2709170497397722,35000000.0,50000000.0,Free,0.0,Everyone,Entertainment,"April 30, 2018",2.3.1.8,4.1 and up
4256,The J-Notes: Jazz News,SPORTS,4.3,-0.1523033218474635,7200000.0,1000.0,Free,0.0,Everyone 10+,Sports,"February 28, 2018",5.2.2,4.1 and up
4257,Cut the Rope FULL FREE,FAMILY,4.4,1.1205382508510737,49000000.0,100000000.0,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up
4258,Mali J,SOCIAL,3.2,-0.15219658702228334,4700000.0,10000.0,Free,0.0,Teen,Social,"October 20, 2017",1.0.1,4.1 and up
4261,Turbo FAST,FAMILY,4.3,0.6446106635418517,97000000.0,50000000.0,Free,0.0,Everyone,Racing;Action & Adventure,"October 4, 2017",2.1.20,2.3.3 and up
4263,J. Cole Rapper Wallpaper HD,PERSONALIZATION,4.1,-0.15230272221361418,3100000.0,1000.0,Free,0.0,Everyone,Personalization,"January 11, 2018",1.0,4.1 and up
4264,Keyboard for Sony Xperia J,PERSONALIZATION,4.1,-0.15182961110649526,6700000.0,50000.0,Free,0.0,Everyone,Personalization,"July 29, 2018",1.279.13.98,4.0.3 and up
4266,Harris J Lyrics,FAMILY,4.7,-0.15228593246583305,7100000.0,1000.0,Free,0.0,Everyone,Entertainment,"March 12, 2018",1.3,4.0.3 and up
4267,Smart TV Remote,TOOLS,3.5,-0.10328925100348174,9100000.0,10000000.0,Free,0.0,Everyone,Tools,"May 26, 2018",3.8.2,4.1 and up
4268,J.ME Fly,FAMILY,3.9,-0.15229072953662764,98000000.0,1000.0,Free,0.0,Everyone,Entertainment,"May 31, 2018",0.4.4,4.4 and up
4269,J Balvin Piano Tiles,GAME,4.3,-0.15230392148131283,30000000.0,500.0,Free,0.0,Everyone,Music,"May 15, 2018",2.0,4.1 and up
4270,Guess the song of J Balvin,GAME,4.3,-0.15229072953662764,8900000.0,1000.0,Free,0.0,Everyone,Trivia,"December 24, 2017",1.1,4.1 and up
4271,J-Stars Victory VS Guide,GAME,4.1,-0.15194234227016873,13000000.0,10000.0,Free,0.0,Everyone,Action,"May 14, 2014",1.7,2.2 and up
4272,2048 BTS J Hope KPop Puzzle Game,FAMILY,4.7,-0.15229732550897024,2400000.0,1000.0,Free,0.0,Everyone,Puzzle,"September 26, 2017",1,2.3.3 and up
4273,J. Polep Plus Mobile,PRODUCTIVITY,4.3,-0.1523075192844088,44000000.0,100.0,Free,0.0,Everyone,Productivity,"March 26, 2018",1.1.4,5.0 and up
4274,J. Cole Albums (2007-2017),FAMILY,4.6,-0.1523033218474635,7300000.0,1000.0,Free,0.0,Mature 17+,Entertainment,"April 11, 2018",1.3,4.0.3 and up
4275,J Dark Ice Substratum Theme,PERSONALIZATION,4.5,-0.1522091793331192,33000000.0,10000.0,Free,0.0,Everyone,Personalization,"July 19, 2018",4.3,6.0 and up
4276,BTS J-Hope Wallpaper KPOP Fans HD,PERSONALIZATION,4.7,-0.15224875516717476,3400000.0,10000.0,Free,0.0,Everyone,Personalization,"May 19, 2018",1.1.1,4.0 and up
4277,BTS j-hope LINE Launcher theme,PERSONALIZATION,4.9,-0.15174746126913746,3800000.0,10000.0,Free,0.0,Everyone,Personalization,"October 17, 2014",4.1,4.0.3 and up
4278,BTS J-Hope Wallpaper HD for KPOP Fans,PERSONALIZATION,4.4,-0.1523051207490115,3600000.0,500.0,Free,0.0,Everyone,Personalization,"July 26, 2018",2.1.4,4.0 and up
4280,K Health,HEALTH_AND_FITNESS,4.1,-0.152133625468104,40000000.0,50000.0,Free,0.0,Teen,Health & Fitness,"July 22, 2018",1.7.2992,4.1 and up
